"用例编号","用例标题","所属模块","相关需求","前置条件","步骤","预期结果","优先级","用例类型"
"167929","验证经营分析新增 -新增按钮权限","指标开发-经营分析","经营分析：支持定义经营分析规则","无","1. 进入【经营管理-经营分析】页面
2. 【经营管理】-【经营分析】-【新增分析】有权限的","1. 成功进入【经营管理-经营分析】页面，页面内容正常加载显示，无报错
2. 按钮可见，可点击，反之不可见","2","功能测试"
"167928","验证表的生命周期","指标开发-经营分析","经营分析：支持定义经营分析规则","无","1. 进入【经营管理-经营分析】页面
2. 创建更新方式为周期更新的经营分析，设置表生命周期为1天","1. 成功进入【经营管理-经营分析】页面，页面内容正常加载显示，无报错
2. 1天过后，查询表，表失效","1","功能测试"
"167927","验证经营分析操作 -展示","指标开发-经营分析","经营分析：支持定义经营分析规则","无","1. 进入【经营管理-经营分析】页面
2. 已发布状态经营分析
3. 未发布状态经营分析
4. 已下线状态经营分析","1. 成功进入【经营管理-经营分析】页面，页面内容正常加载显示，无报错
2. 下线、更新
3. 发布、编辑、删除
4. 发布、编辑、删除","3","功能测试"
"167926","验证经营分析操作 -权限","指标开发-经营分析","经营分析：支持定义经营分析规则","无","1. 进入【经营管理-经营分析】页面
2. 【经营管理】-【经营分析】-【发布】有权限的
3. 【经营管理】-【经营分析】-【下线】有权限的
4. 【经营管理】-【经营分析】-【编辑】有权限的
5. 【经营管理】-【经营分析】-【删除】有权限的
6. 【经营管理】-【经营分析】-【更新】有权限的","1. 成功进入【经营管理-经营分析】页面，页面内容正常加载显示，无报错
2. 发布按钮可见，可点击，反之不可见
3. 发布按钮可见，可点击，反之不可见
4. 发布按钮可见，可点击，反之不可见
5. 发布按钮可见，可点击，反之不可见
6. 发布按钮可见，若当前分析任务没有等待运行/运行中的实例时，按钮可点击，反之不可见","2","功能测试"
"167925","验证经营分析操作 -删除","指标开发-经营分析","经营分析：支持定义经营分析规则","无","1. 进入【经营管理-经营分析】页面
2. 未发布/已下线状态经营分析，点击删除
3. 弹窗展示
4. 弹窗-删除
5. 弹窗-取消","1. 成功进入目标页面，页面内容正常加载显示，无报错或权限拦截
2. 二次弹窗确认
3. 确认删除“$分析名称$”吗？
删除后，该分析产生的历史分析结果将会同步删除，该操作不可逆，请谨慎操作！
按钮：取消、删除
4. 分析删除后，分析产生的任务同步删除，周期实例、补数据实例被打上（已删除）标签
5. 取消删除，数据保留","2","功能测试"
"167924","验证经营分析操作 -发布","指标开发-经营分析","经营分析：支持定义经营分析规则","无","1. 进入【经营管理-经营分析】页面
2. 未发布/已下线状态经营分析，点击发布","1. 成功进入目标页面，页面内容正常加载显示，无报错或权限拦截
2. 发布成功，列表状态和分析详情状态展示“已发布”","2","功能测试"
"167923","验证经营分析操作 -下线","指标开发-经营分析","经营分析：支持定义经营分析规则","无","1. 进入【经营管理-经营分析】页面
2. 已发布状态经营分析，点击下线","1. 成功进入目标页面，页面内容正常加载显示，无报错或权限拦截
2. 发布成功，列表状态和分析详情状态展示“已下线”","2","功能测试"
"167922","验证经营分析操作 -编辑","指标开发-经营分析","经营分析：支持定义经营分析规则","无","1. 进入【经营管理-经营分析】页面
2. 选择未发布/已下线经营分析，点击编辑按钮
3. 修改分析名称、分析描述，归因分析定义参数，数据更新规则，点击确定","1. 成功进入目标页面，页面内容正常加载显示，无报错或权限拦截
2. 进入经营分析编辑页面，分析标识置灰不可修改
3. 修改成功，查看经营分析详情展示，展示最新编辑信息","2","功能测试"
"167921","验证经营分析任务 -任务状态-手动更新","指标开发-经营分析","经营分析：支持定义经营分析规则","无","1. 进入【经营管理-经营分析】页面
2. 未发布经营分析
3. 发布经营分析，未点击更新
4. 发布经营分析，点击更新
5. 下线经营分析
6. 删除经营分析","1. 成功进入【经营管理-经营分析】页面，页面内容正常加载显示，无报错
2. 1、经营分析详情展示任务名称：“${项目标识}_business_anaylst_mt_${分析标识}”，数据结果表名称：“项目标识_business_anaylst_mt_分析标识_xxx”；
3. 任务管理任务状态不变，展示冻结
4. 1、运维中心生成补数据实例，补数据实例运行成功，结果表数据展示正确；
5. 任务管理任务状态不变，展示冻结
6. 任务管理任务一同删除、补数据实例展示（已删除）","1","功能测试"
"167920","验证经营分析任务 -任务状态-周期更新","指标开发-经营分析","经营分析：支持定义经营分析规则","无","1. 进入【经营管理-经营分析】页面
2. 未发布经营分析
3. 发布经营分析，未点击更新
4. 发布经营分析，点击更新
5. 下线经营分析
6. 删除经营分析","1. 成功进入【经营管理-经营分析】页面，页面内容正常加载显示，无报错
2. 1、经营分析详情展示任务名称：“${项目标识}_business_anaylst_mt_${分析标识}”，数据结果表名称：“项目标识_business_anaylst_mt_分析标识_xxx”；
3. 任务管理任务状态不变，展示正常；
4. 1、运维中心生成补数据实例，补数据实例运行成功，结果表数据展示正确；
5. 任务管理任务状态展示冻结
6. 任务管理任务一同删除、周期实例&补数据实例展示（已删除）","1","功能测试"
"167919","验证经营分析任务 -补数据","指标开发-经营分析","经营分析：支持定义经营分析规则","无","1. 进入【运维中心-任务管理】页面，选择手动更新经营分析任务，点击补数据
2. 进入【运维中心-任务管理】页面，选择周期更新经营分析任务，点击补数据","1. 补数据成功，结果表数据展示正确，内容与预期完全一致，无异常或错误
2. 补数据成功，结果表数据展示正确，内容与预期完全一致，无异常或错误","2","功能测试"
"167918","验证经营分析任务 -运行依赖关系","指标开发-经营分析","经营分析：支持定义经营分析规则","1、存在目标A配置落表指标index1；
2、目标下存在子目标B配置落表指标index2；
3、经营分析FX1配置目标A，更新方式为手动更新；
经营分析FX2配置目标A，更新方式为周期更新；","1. 进入【经营管理-经营分析】页面
2. 选择经营分析FX1，点击更新
3. 选择经营分析FX2，点击更新
4. 经营分析FX2进行周期更新","1. 成功进入目标页面，页面内容正常加载显示，无报错或权限拦截
2. 经营分析FX1任务补数据任务运行成功，状态更新为【成功】，运行/执行结果符合预期，日志无报错
3. 经营分析FX2任务补数据任务运行成功，状态更新为【成功】，运行/执行结果符合预期，日志无报错
4. index1、index2任务运行完成后运行经营分析任务","2","功能测试"
"167917","验证经营分析任务 -修改经营目标更新任务","指标开发-经营分析","经营分析：支持定义经营分析规则","1、存在目标A配置落表指标index1，目标B配置落表指标index2
2、目标A下存在子目标B配置落表指标index2；
3、经营分析FX1配置目标A，更新方式为手动更新；
经营分析FX2配置目标A，更新方式为周期更新；","1. 进入任务与实例-任务管理界面
2. 经营分析列表页面，查看FX1调度信息详情，点击任务名称
3. 点击“展开上游”按钮
4. 进入FX1编辑页面，编辑 经营分析目标 为目标B，点击保存并发布
5. 经营分析列表页面，查看FX2调度信息详情，点击任务名称
6. 点击“展开上游”按钮
7. 进入FX2编辑页面，编辑 经营分析目标 为目标B，点击保存并发布
8. 选择经营分析FX1，点击更新
9. 选择经营分析FX2，点击更新","1. 页面展示正确，内容与预期完全一致，无异常或错误
2. 跳转到运维中心任务管理页面，展示其依赖视图信息（包括指标任务名称、所属产品及任务类型）
3. 展示该任务添加的所有上游指标任务信息，任务展示：index1、index2任务
4. 查看该指标的调度信息，上游指标任务信息更新为index2任务
5. 跳转到运维中心任务管理页面，展示其依赖视图信息（包括指标任务名称、所属产品及任务类型）
6. 展示该任务添加的所有上游指标任务信息，任务展示：index1、index2任务
7. 查看该指标的调度信息，上游指标任务信息更新为index2任务
8. 经营分析FX1任务补数据任务运行成功，状态更新为【成功】，运行/执行结果符合预期，日志无报错
9. 经营分析FX2任务补数据任务运行成功，状态更新为【成功】，运行/执行结果符合预期，日志无报错","1","功能测试"
"167916","验证经营分析任务 -编辑更新方式","指标开发-经营分析","经营分析：支持定义经营分析规则","1、存在经营分析A，更新方式为手动更新，状态已发布，且运维中心已生成任务
1、存在经营分析B，更新方式为周期更新，状态已发布，且运维中心已生成任务和周期实例","1. 进入【经营管理-经营分析】页面
2. 选择经营分析A、经营分析B，点击下线
3. 选择经营分析A，点击编辑按钮，修改更新方式为周期更新，配置完成点击确认
4. 选择经营分析B，点击编辑按钮，修改更新方式为手动更新，配置完成点击确认
5. 选择经营分析A、经营分析B，点击发布
6. 选择经营分析A、经营分析B，点击更新","1. 成功进入目标页面，页面内容正常加载显示，无报错或权限拦截
2. 系统提示下线成功，状态更新为【已下线】
3. 修改成功，查看经营分析详情展示，展示最新编辑信息
4. 修改成功，查看经营分析详情展示，展示最新编辑信息
5. 系统提示发布成功，发布状态更新，相关页面可访问
6. 更新成功，运维中心任务更新成功，结果表数据展示正确，内容与预期完全一致，无异常或错误","1","功能测试"
