"用例编号","用例标题","所属模块","相关需求","前置条件","步骤","预期结果","优先级","用例类型"
"168748","验证原子指标支持设置指标行级权限","指标开发-原子指标查询","原子指标支持结果查询","1、当前项目下已创建原子指标：${YZ_01}，时间维度：教师/更新时间(update_time)，添加有过滤条件：${table}.${column1} 等于 xxx  且 t0.${column2} is not null
维度支持（其他）：教师/教师ID","1. 进入指标中心-授权与安全-数据权限页面，点击新增数据权限规则按钮
2. 查看指标选择值域
3. 输入规则名称、选择指标：${YZ_01}，点击设置方式：固定值，添加条件，查看值域
4. 权限规则选择：教师>教师ID 等于 XXX，成员添加：选择用户：A，点击确定
5. 用户A登录指标平台，进入指标市场-项目市场，选择该原子指标，点击结果查询
6. 关闭数据权限规则，用户A再对该原子指标进行结果查询","1. 进入新增数据权限规则页面
2. 选项范围增加已发布状态的原子指标
3. 仅展示维度列，维度列值域：原子指标的维度中除了设置为时间维度外的其他维度
无指标列的选择
4. 数据权限规则创建成功，系统给出创建成功提示，列表中出现新创建的记录
5. 查询结果受行级权限管控
6. 查询结果不受行级权限管控","1","功能测试"
"168747","验证查看原子指标的应用信息","指标开发-原子指标查询","原子指标支持结果查询","1、当前项目下存在原子指标A，引用A创建数据权限规则（开启状态）；
引用原子指标A创建即席查询-API","1. 进入指标中心-数据管理-维度管理页面
2. 指标定义列表页面，选择原子指标A，查看指标详情-应用信息
3. 指标市场-项目市场列表页面，选择原子指标A，查看指标详情-应用信息
4. 删除引用该原子指标A的API，再次查看指标详情-应用信息
5. 删除引用该原子指标A的权限规则，再次查看指标详情-应用信息
6. 引用该原子指标A创建API，再次查看指标详情-应用信息
7. 引用该原子指标A创建数据权限规则，再次查看指标详情-应用信息","1. 成功进入指标中心-数据管理-维度管理页面，页面内容正常加载显示，无报错
2. 数据应用信息增加指标API tab项，提示 当前指标共被1个指标API引用，API列表中展示API名称、API状态、使用版本、创建人、更新人
增加数据安全-数据权限，提示 当前指标共设置了 1 个数据权限
数据权限列表展示：权限规则名称、状态、关联用户数、关联指标数、更新人、更新时间
3. 数据应用信息增加指标API tab项，提示 当前指标共被1个指标API引用，API列表中展示API名称、API状态、使用版本、创建人、更新人
点击API名称支持跳转，跳转到指标应用-API服务-API管理-API详情页面
增加数据安全-数据权限，提示 当前指标共设置了 1 个数据权限
数据权限列表展示：权限规则名称、状态、关联用户数、关联指标数、更新人、更新时间
点击权限规则名称支持跳转，跳转到指标中心-授权与安全-数据权限列表页面，搜索栏自动带入权限规则名称
4. 指标定义列表页面-指标详情-应用信息-指标API列表中不展示已删除的API信息，提示：当前指标共被0个指标API引用
指标市场-项目市场-指标详情-应用信息-指标API列表中不展示已删除的API信息，提示：当前指标共被0个指标API引用
5. 指标定义列表页面-指标详情-应用信息-数据权限列表中不展示已删除的权限规则信息，提示：当前指标共设置了 0 个数据权限
指标市场-项目市场-指标详情-应用信息-指标API列表中不已删除的权限规则信息，提示：当前指标共设置了 0 个数据权限
6. 指标定义列表页面-指标详情-应用信息-指标API列表中展示创建的API信息，提示：当前指标共被1个指标API引用
指标市场-项目市场-指标详情-应用信息-指标API列表中展示创建的API信息，提示：当前指标共被1个指标API引用
7. 指标定义列表页面-指标详情-应用信息-数据权限列表中展示创建的权限规则信息，提示：当前指标共设置了 1 个数据权限
指标市场-项目市场-指标详情-应用信息-数据权限列表中不展示创建的权限规则信息，提示：当前指标共设置了 1 个数据权限","2","功能测试"
"168746","验证下线原子指标功能","指标开发-原子指标查询","原子指标支持结果查询","1、当前项目下存在原子指标A，引用A创建数据权限规则（开启状态）；
引用原子指标B创建即席查询-API
引用原子指标A1创建指标看板，
引用原子指标A2创建目标管理，
引用原子指标A3创建指标树","1. 进入指标中心-数据管理-维度管理页面
2. 指标定义列表页面，选择指标A，查看操作栏下线按钮
3. 删除引用该原子指标A的权限规则，再次下线指标A
4. 指标定义列表页面，选择指标A1，点击下线按钮，点击二次弹窗的确认按钮
5. 指标定义列表页面，选择指标A2，点击下线按钮，点击二次弹窗的确认按钮
6. 指标定义列表页面，选择指标A3，点击下线按钮，点击二次弹窗的确认按钮
7. 指标定义列表页面，选择指标B，查看操作栏下线按钮
8. 删除引用该原子指标B的API，再次下线指标B","1. 成功进入指标中心-数据管理-维度管理页面，页面内容正常加载显示，无报错
2. 按钮置灰，提示：指标下游存在引用关系，无法下线
3. 系统提示下线成功，状态更新为【已下线】
4. 提示指标: “${原子指标A1}“ 被指标看板使用,不可下线!
5. 提示指标: “${原子指标A2}“ 被目标管理使用,不可下线!
6. 提示指标: “${原子指标A3}“ 被指标树使用,不可下线!
7. 按钮置灰，提示：指标下游存在引用关系，无法下线
8. 系统提示下线成功，状态更新为【已下线】","2","功能测试"
"168745","验证指标市场-原子指标展示","指标开发-原子指标查询","原子指标支持结果查询","无","1. 进入指标中心-数据管理-维度管理页面
2. 访客、运营人员角色下用户登录，进入指标平台-测试项目-指标市场-项目市场列表查看
3. 验证新增自定义角色，关联用户，用户登录进入指标平台-测试项目-指标市场-项目市场列表查看
4. 访客、运营人员角色下用户登录，进入指标平台-测试项目-指标市场-共享市场列表查看
5. 验证新增自定义角色，关联用户，用户登录进入指标平台-测试项目-指标市场-共享市场列表查看","1. 成功进入指标中心-数据管理-维度管理页面，页面内容正常加载显示，无报错
2. 查看列表可见该已发布原子指标，其他指标派生、复合、自定义均可见
3. 查看列表可见该已发布原子指标，其他指标派生、复合、自定义均可见
4. 查看列表可见该已发布原子指标，其他指标派生、复合、自定义均可见
5. 查看列表可见该已发布原子指标，其他指标派生、复合、自定义均可见","2","功能测试"
"168744","验证原子指标 计算逻辑一致且过滤条件一致（表别名不同）","指标开发-原子指标查询","原子指标支持结果查询","1、存在模型A，关联表T，表别名T1
存在模型B，关联表T，表别名T2
2、存在原子指标：yz1，计算逻辑：sum(T1.字段1)（基于模型 A），过滤条件：T1.字段2  有值；","1. 进入指标中心-数据管理-维度管理页面
2. 指标中心-指标开发-指标定义，创建指标，选择原子标
3. 选择模型B，新增指标1，指标名称：原子_01，计算逻辑sum(T2.字段1)，添加过滤条件：T2.字段2 有值，点击下一步
4. 点击文案
5. 点击弹窗中【确认】
6. 点击新增指标按钮，新增指标：原子_02，计算逻辑：sum(T2.字段1)/123，添加过滤条件：T2.字段2 有值 且 T2.字段3 大于100，点击下一步
7. 点击弹窗中【确认，继续下一步】
8. 设置指标目录，负责人：admin，保存并发布原子指标
9. 编辑原子指标yz1，点击下一步
10. 点击弹窗中【确认，继续下一步】
11. 保存并发布原子指标","1. 成功进入指标中心-数据管理-维度管理页面，页面内容正常加载显示，无报错
2. 进入 原子指标 页面
3. 增加相似性检测，原子_01指标的日志右侧增加 !存在相似指标 的文案
4. 打开指标相似性校验的弹窗，列表包括：检测指标、相似指标、相似原因、相似指标计算逻辑、指标技术负责人字段，按钮展示：【取消】、【确认】
具体列表内容：
检测指标：原子_01，相似指标：yz1；相似原因：计算规则一致；相似指标计算逻辑：sum(T1.字段1)；指标技术负责人：admin
5. 关闭指标相似性校验弹窗
6. 页面展示指标相似性校验弹窗，按钮展示：【取消】、【确认，继续下一步】
具体列表内容：
检测指标：原子_01，相似指标：yz1；相似原因：计算规则一致；相似指标计算逻辑：sum(T1.字段1)；指标技术负责人：admin
检测指标：原子_01，相似指标：原子_02；相似原因：计算规则为相似指标的子集；相似指标计算逻辑：sum(T2.字段1)；指标技术负责人：空
7. 页面跳转成功，系统给出成功反馈，相关页面/数据状态更新为最新
8. 系统提示发布成功，发布状态更新，相关页面可访问
9. 页面展示指标相似性校验弹窗，按钮展示：【取消】、【确认，继续下一步】
具体列表内容：
检测指标：yz1，相似指标：原子_01；相似原因：计算规则相同；相似指标计算逻辑：sum(T2.字段1)；指标技术负责人：admin
检测指标：yz1，相似指标：原子_02；相似原因：计算规则为相似指标的子集；相似指标计算逻辑：sum(T2.字段1)/123；指标技术负责人：admin
10. 页面跳转成功，系统给出成功反馈，相关页面/数据状态更新为最新
11. 系统提示发布成功，发布状态更新，相关页面可访问","1","功能测试"
"168743","验证原子指标 计算逻辑一致且过滤条件为其他过滤条件子集","指标开发-原子指标查询","原子指标支持结果查询","无","1. 进入指标中心-数据管理-维度管理页面
2. 有相似性校验弹窗，相似原因：计算规则为相似指标的子集","1. 成功进入指标中心-数据管理-维度管理页面，页面内容正常加载显示，无报错
2. ","3","功能测试"
"168742","验证原子指标 计算逻辑一致 且 过滤条件不同","指标开发-原子指标查询","原子指标支持结果查询","无","1. 进入指标中心-数据管理-维度管理页面
2. 没有相似性校验弹窗","1. 成功进入指标中心-数据管理-维度管理页面，页面内容正常加载显示，无报错
2. ","3","功能测试"
"168741","验证原子指标 计算逻辑为其他原子指标的子集 且 过滤条件一致","指标开发-原子指标查询","原子指标支持结果查询","无","1. 进入指标中心-数据管理-维度管理页面
2. 有相似性校验弹窗，相似原因：计算规则为相似指标的子集","1. 成功进入指标中心-数据管理-维度管理页面，页面内容正常加载显示，无报错
2. ","3","功能测试"
"168740","验证原子指标 计算逻辑不同 且过滤条件一致","指标开发-原子指标查询","原子指标支持结果查询","无","1. 进入指标中心-数据管理-维度管理页面
2. 没有相似性校验弹窗","1. 成功进入指标中心-数据管理-维度管理页面，页面内容正常加载显示，无报错
2. ","3","功能测试"
"168739","验证原子指标 计算逻辑不同或过滤条件不同","指标开发-原子指标查询","原子指标支持结果查询","无","1. 进入指标中心-数据管理-维度管理页面
2. 没有相似性校验弹窗","1. 成功进入指标中心-数据管理-维度管理页面，页面内容正常加载显示，无报错
2. ","3","功能测试"
"168738","验证派生指标-派生维度、时间维度的默认填充项调整","指标开发-原子指标查询","原子指标支持结果查询","1、当前项目下已创建原子指标：${YZ_01}，时间维度：教师/更新时间(update_time)，添加有过滤条件：${table}.${column1} 等于 xxx  且 t0.${column2} is not null","1. 进入指标中心-指标开发-指标定义列表页面，点击新增指标-选择派生指标
2. 选择${YZ_01}指标，查看派生维度
3. 查看时间维度
4. 设置计量单位：元，点击下一步
5. 设置指标名称、指标编码、所属目标，点击试计算
6. 点击下一步，设置加工信息步骤页面选择数据查询方式：落表查询，指标加工方式：自动生成，设置聚合维度，点击预览
7. 点击下一步，完成步骤点击保存并发布
8. 指标定义列表页面，点击指标名称，详情切换到调度信息tab，点击任务名称
9. 选择业务日期，进行补数据
10. 进入指标应用-自助取数-数据查询页面，选择该派生指标，选择查询日期，点击查询","1. 进入新增派生指标页面
2. 默认填充调整为所有业务维度，值域范围：原子指标引用的数据模型所有的维度列（包括时间维度）
3. 默认填充调整为原子指标选择的时间维度(upd_time)
值域范围：原子指标引用的数据模型所有的维度列，原子指标未配置时取模型定义的时间维度（多个随机取一个）
4. 跳转到设置基本信息页面
5. 试计算通过，select SQL中【且】拼接原子指标定义的过滤条件：（${table}.${column1} 等于 xxx 且 t0.${column2} is not null）
6. 任务脚本预览成功，select SQL中【且】拼接原子指标定义的过滤条件：（${table}.${column1} 等于 xxx 且 t0.${column2} is not null）
7. 派生指标保存并发布成功，系统给出成功反馈，相关页面/数据状态更新为最新
8. 跳转到运维中心-任务与实例-任务管理页面
9. 任务状态更新为【运行成功】，运行日志无错误信息，输出结果符合预期
10. 数据查询结果展示正确，查询SQL中拼接原子指标定义的过滤条件","2","功能测试"
"168737","验证指标应用的指标列表选择增加可进行结果查询的原子指标","指标开发-原子指标查询","原子指标支持结果查询","1、当前项目下存在原子指标A，存在维度支持（时间）字段
原子指标B，不存在维度支持（时间）字段","1. 进入指标中心-数据管理-维度管理页面
2. 查看数据权限规则-指标选择列表
3. 进入指标应用-自助取数-数据查询页面，查看指标选择列表
4. 查看指标分析-引入指标-指标目录列表
5. 查看指标看板-指标组件配置-选择统计指标列表
6. 指标树-添加指标列表
7. 目标管理-指标列表
8. API-即席查询-指标目录
9. API-落表查询-指标目录","1. 成功进入指标中心-数据管理-维度管理页面，页面内容正常加载显示，无报错
2. 展示原子指标A，不展示原子指标B，搜索B结果为空
3. 展示原子指标A，不展示原子指标B，搜索B结果为空
4. 展示原子指标A，不展示原子指标B，搜索B结果为空
5. 指标卡、柱状图、折线图、饼图下的选择统计指标展示原子指标A，不展示原子指标B，搜索B结果为空
6. 选择指标展示原子指标A，不展示原子指标B，搜索B结果为空，按指标拆分-指标目录中展示原子指标A，不展示原子指标B，搜索B结果为空
7. 展示原子指标A，不展示原子指标B，搜索B结果为空
8. 展示原子指标A，不展示原子指标B，搜索B结果为空
9. 不展示原子指标A，不展示原子指标B","1","功能测试"
