用例编号,用例标题,所属模块,相关需求,前置条件,步骤,预期结果,优先级,用例类型
132391,验证组件管理中的对象名错误- 数据库表不存在,离线开发-数据开发-组件管理,任务支持日志优化：提高排查问题效率 堆栈过长（重点是具体错误位置的提示优化，如有些数据源没有具体行数）(#13052),无,"1. 进入【离线开发】-【数据开发】-【组件管理】页面
2. select * from tablename","1. 成功进入【离线开发】-【数据开发】-【组件管理】页面，页面内容正常加载显示，无报错
2. 仅出现SQL相关错误日志，java程序相关内容不出现",2,功能测试
132390,验证组件管理中的对象名错误- 数据库名不存在,离线开发-数据开发-组件管理,任务支持日志优化：提高排查问题效率 堆栈过长（重点是具体错误位置的提示优化，如有些数据源没有具体行数）(#13052),无,"1. 进入【离线开发】-【数据开发】-【组件管理】页面
2. use abc_database","1. 成功进入【离线开发】-【数据开发】-【组件管理】页面，页面内容正常加载显示，无报错
2. 仅出现SQL相关错误日志，java程序相关内容不出现",1,功能测试
132389,验证组件管理中的类型错误- 定义数据库中不存在数据库类型,离线开发-数据开发-组件管理,任务支持日志优化：提高排查问题效率 堆栈过长（重点是具体错误位置的提示优化，如有些数据源没有具体行数）(#13052),无,"1. 进入【离线开发】-【数据开发】-【组件管理】页面
2. DECLARE @simple_result string","1. 成功进入【离线开发】-【数据开发】-【组件管理】页面，页面内容正常加载显示，无报错
2. 仅出现SQL相关错误日志，java程序相关内容不出现",2,功能测试
132388,验证组件管理中的类型错误- sql中字段类型对应错误,离线开发-数据开发-组件管理,任务支持日志优化：提高排查问题效率 堆栈过长（重点是具体错误位置的提示优化，如有些数据源没有具体行数）(#13052),无,"1. 进入【离线开发】-【数据开发】-【组件管理】页面
2. CREATE TABLE mysql_table (
id int,
name varchar(200),
age int default 20
);
select * from mysql_table where age = 'GG Bone'","1. 成功进入【离线开发】-【数据开发】-【组件管理】页面，页面内容正常加载显示，无报错
2. 仅出现SQL相关错误日志，java程序相关内容不出现",1,功能测试
132387,验证组件管理中的语法错误- 条件语法错误,离线开发-数据开发-组件管理,任务支持日志优化：提高排查问题效率 堆栈过长（重点是具体错误位置的提示优化，如有些数据源没有具体行数）(#13052),无,"1. 进入【离线开发】-【数据开发】-【组件管理】页面
2. select * from SYS.DATABASES where name = null","1. 成功进入【离线开发】-【数据开发】-【组件管理】页面，页面内容正常加载显示，无报错
2. 仅出现SQL相关错误日志，java程序相关内容不出现",2,功能测试
132386,验证组件管理中的语法错误- 引用未定义的变量,离线开发-数据开发-组件管理,任务支持日志优化：提高排查问题效率 堆栈过长（重点是具体错误位置的提示优化，如有些数据源没有具体行数）(#13052),无,"1. 进入【离线开发】-【数据开发】-【组件管理】页面
2. selcet @abc","1. 成功进入【离线开发】-【数据开发】-【组件管理】页面，页面内容正常加载显示，无报错
2. 仅出现SQL相关错误日志，java程序相关内容不出现",2,功能测试
132385,验证组件管理中的语法错误- sql语句中存在非法符号（非为英文输入法下输入的符号）,离线开发-数据开发-组件管理,任务支持日志优化：提高排查问题效率 堆栈过长（重点是具体错误位置的提示优化，如有些数据源没有具体行数）(#13052),无,"1. 进入【离线开发】-【数据开发】-【组件管理】页面
2. SELECT ‘233’","1. 成功进入【离线开发】-【数据开发】-【组件管理】页面，页面内容正常加载显示，无报错
2. 仅出现SQL相关错误日志，java程序相关内容不出现",2,功能测试
132384,验证组件管理中的语法错误- 多条sql语句中分号缺失,离线开发-数据开发-组件管理,任务支持日志优化：提高排查问题效率 堆栈过长（重点是具体错误位置的提示优化，如有些数据源没有具体行数）(#13052),无,"1. 进入【离线开发】-【数据开发】-【组件管理】页面
2. select 1 select2","1. 成功进入【离线开发】-【数据开发】-【组件管理】页面，页面内容正常加载显示，无报错
2. 仅出现SQL相关错误日志，java程序相关内容不出现",2,功能测试
132383,验证组件管理中的语法错误- 单条sql语句中符号缺失,离线开发-数据开发-组件管理,任务支持日志优化：提高排查问题效率 堆栈过长（重点是具体错误位置的提示优化，如有些数据源没有具体行数）(#13052),无,"1. 进入【离线开发】-【数据开发】-【组件管理】页面
2. CREATE TABLE mysql_table (
EmployeeID INT PRIMARY KEY,
FirstName VARCHAR(50)
LastName VARCHAR(50)
Department VARCHAR(50),
Salary DECIMAL(10, 2)
);","1. 成功进入【离线开发】-【数据开发】-【组件管理】页面，页面内容正常加载显示，无报错
2. 仅出现SQL相关错误日志，java程序相关内容不出现",2,功能测试
132382,验证组件管理中的语法错误- sql语句中关键字输入错误,离线开发-数据开发-组件管理,任务支持日志优化：提高排查问题效率 堆栈过长（重点是具体错误位置的提示优化，如有些数据源没有具体行数）(#13052),无,"1. 进入【离线开发】-【数据开发】-【组件管理】页面
2. seelct 1","1. 成功进入【离线开发】-【数据开发】-【组件管理】页面，页面内容正常加载显示，无报错
2. 仅出现SQL相关错误日志，java程序相关内容不出现",2,功能测试
132381,验证组件管理中的语法错误- sql语句中关键字缺失,离线开发-数据开发-组件管理,任务支持日志优化：提高排查问题效率 堆栈过长（重点是具体错误位置的提示优化，如有些数据源没有具体行数）(#13052),无,"1. 进入【离线开发】-【数据开发】-【组件管理】页面
2. select * tablename","1. 成功进入【离线开发】-【数据开发】-【组件管理】页面，页面内容正常加载显示，无报错
2. 仅出现SQL相关错误日志，java程序相关内容不出现",1,功能测试
132380,验证临时查询中的连接异常- 数据库连接异常,离线开发-数据开发-临时查询,任务支持日志优化：提高排查问题效率 堆栈过长（重点是具体错误位置的提示优化，如有些数据源没有具体行数）(#13052),无,"1. 进入【离线开发】-【数据开发】-【临时查询】页面
2. 创建SQL Server周期任务
3. 调整数据库连接配置，如：[⚠️F04 请替换为具体测试数据]修改数据库服务器所在地址、修改数据库账号密码等
4. 再次执行SQL Server周期任务","1. 成功进入【离线开发】-【数据开发】-【临时查询】页面，页面内容正常加载显示，无报错
2. 任务执行成功，状态显示为【执行成功/成功】，结果符合预期
3. 任务执行成功，状态显示为【执行成功/成功】，结果符合预期
4. 仅出现SQL相关错误日志，java程序相关内容不出现",2,功能测试
132379,验证临时查询中的违反约束- 违反非空约束,离线开发-数据开发-临时查询,任务支持日志优化：提高排查问题效率 堆栈过长（重点是具体错误位置的提示优化，如有些数据源没有具体行数）(#13052),无,"1. 进入【离线开发】-【数据开发】-【临时查询】页面
2. CREATE TABLE notnull_table (
EmployeeName VARCHAR(50) NOT NULL
);
3. INSERT into notnull_table values('abc'),(null);","1. 成功进入【离线开发】-【数据开发】-【临时查询】页面，页面内容正常加载显示，无报错
2. 任务执行成功，状态显示为【执行成功/成功】，结果符合预期
3. 仅出现SQL相关错误日志，java程序相关内容不出现",2,功能测试
132378,验证临时查询中的违反约束- 违反检查约束,离线开发-数据开发-临时查询,任务支持日志优化：提高排查问题效率 堆栈过长（重点是具体错误位置的提示优化，如有些数据源没有具体行数）(#13052),无,"1. 进入【离线开发】-【数据开发】-【临时查询】页面
2. CREATE TABLE Employees (
EmployeeAge INT,
CHECK (EmployeeAge >= 18 AND EmployeeAge <= 65)
);
3. INSERT into check_table values(1), (22);","1. 成功进入【离线开发】-【数据开发】-【临时查询】页面，页面内容正常加载显示，无报错
2. 任务执行成功，状态显示为【执行成功/成功】，结果符合预期
3. 仅出现SQL相关错误日志，java程序相关内容不出现",2,功能测试
132377,验证临时查询中的违反约束- 违反外键约束,离线开发-数据开发-临时查询,任务支持日志优化：提高排查问题效率 堆栈过长（重点是具体错误位置的提示优化，如有些数据源没有具体行数）(#13052),无,"1. 进入【离线开发】-【数据开发】-【临时查询】页面
2. -- 创建Departments1表
CREATE TABLE Departments1 (
DepartmentID INT CONSTRAINT PK_Departments PRIMARY KEY,
DepartmentName VARCHAR(50) NOT NULL
);
-- 向Departments表插入数据
INSERT INTO Departments1 (DepartmentID, DepartmentName)
VALUES
(1, 'Sales'),
(2, 'Marketing');
CREATE TABLE Employees1 (
EmployeeID INT CONSTRAINT PK_Employees PRIMARY KEY,
FirstName VARCHAR(50) NOT NULL,
LastName VARCHAR(50) NOT NULL,
DepartmentID INT,
Salary DECIMAL(10, 2) DEFAULT 0
,FOREIGN KEY (DepartmentID) REFERENCES Departments1(DepartmentID)
);
-- 插入数据
INSERT INTO Employees1
(EmployeeID, FirstName, LastName, DepartmentID,  Salary)
VALUES
(1, 'John', 'Doe', 1,  5000),
(2, 'Jane', 'Smith', 2,  6000),
(3, 'David', 'Johnson', 1,  4500);
3. -- 插入数据（外键验证）
INSERT INTO Employees1 (EmployeeID, FirstName, LastName, DepartmentID,  Salary)
VALUES (4, 'tom', 'Min', 3,  5500);
4. --更新Departments1表中被引用的部门记录 （外键验证）
update Departments1 set  DepartmentID=3;
5. --删除Departments1表中被引用的部门记录 （外键验证）
delete from Departments1 where  DepartmentID=1;","1. 成功进入【离线开发】-【数据开发】-【临时查询】页面，页面内容正常加载显示，无报错
2. 任务执行成功，状态显示为【执行成功/成功】，结果符合预期
3. 仅出现SQL相关错误日志，java程序相关内容不出现
4. 仅出现SQL相关错误日志，java程序相关内容不出现
5. 仅出现SQL相关错误日志，java程序相关内容不出现",2,功能测试
132376,验证临时查询中的违反约束- 违反唯一约束,离线开发-数据开发-临时查询,任务支持日志优化：提高排查问题效率 堆栈过长（重点是具体错误位置的提示优化，如有些数据源没有具体行数）(#13052),无,"1. 进入【离线开发】-【数据开发】-【临时查询】页面
2. CREATE TABLE unique_table (
EmployeeEmail VARCHAR(100) UNIQUE,
EmployeeName VARCHAR(50)
);
3. INSERT into unique_table values('a', 'aa'), ('a', 'bb');","1. 成功进入【离线开发】-【数据开发】-【临时查询】页面，页面内容正常加载显示，无报错
2. 任务执行成功，状态显示为【执行成功/成功】，结果符合预期
3. 仅出现SQL相关错误日志，java程序相关内容不出现",2,功能测试
132375,验证临时查询中的违反约束- 违反主键约束,离线开发-数据开发-临时查询,任务支持日志优化：提高排查问题效率 堆栈过长（重点是具体错误位置的提示优化，如有些数据源没有具体行数）(#13052),无,"1. 进入【离线开发】-【数据开发】-【临时查询】页面
2. CREATE TABLE primarykey_table (
EmployeeID INT PRIMARY KEY,
EmployeeName VARCHAR(50)
);
3. insert into Employees values(1, 'aa'),(1, 'bb');","1. 成功进入【离线开发】-【数据开发】-【临时查询】页面，页面内容正常加载显示，无报错
2. 任务执行成功，状态显示为【执行成功/成功】，结果符合预期
3. 仅出现SQL相关错误日志，java程序相关内容不出现",1,功能测试
132374,验证临时查询中的对象名错误- 表字段不存在,离线开发-数据开发-临时查询,任务支持日志优化：提高排查问题效率 堆栈过长（重点是具体错误位置的提示优化，如有些数据源没有具体行数）(#13052),无,"1. 进入【离线开发】-【数据开发】-【临时查询】页面
2. select abc from SYS.DATABASES","1. 成功进入【离线开发】-【数据开发】-【临时查询】页面，页面内容正常加载显示，无报错
2. 仅出现SQL相关错误日志，java程序相关内容不出现",2,功能测试
132373,验证临时查询中的对象名错误- 数据库表不存在,离线开发-数据开发-临时查询,任务支持日志优化：提高排查问题效率 堆栈过长（重点是具体错误位置的提示优化，如有些数据源没有具体行数）(#13052),无,"1. 进入【离线开发】-【数据开发】-【临时查询】页面
2. select * from tablename","1. 成功进入【离线开发】-【数据开发】-【临时查询】页面，页面内容正常加载显示，无报错
2. 仅出现SQL相关错误日志，java程序相关内容不出现",2,功能测试
132372,验证临时查询中的对象名错误- 数据库名不存在,离线开发-数据开发-临时查询,任务支持日志优化：提高排查问题效率 堆栈过长（重点是具体错误位置的提示优化，如有些数据源没有具体行数）(#13052),无,"1. 进入【离线开发】-【数据开发】-【临时查询】页面
2. use abc_database","1. 成功进入【离线开发】-【数据开发】-【临时查询】页面，页面内容正常加载显示，无报错
2. 仅出现SQL相关错误日志，java程序相关内容不出现",1,功能测试
132371,验证临时查询中的类型错误- 定义数据库中不存在数据库类型,离线开发-数据开发-临时查询,任务支持日志优化：提高排查问题效率 堆栈过长（重点是具体错误位置的提示优化，如有些数据源没有具体行数）(#13052),无,"1. 进入【离线开发】-【数据开发】-【临时查询】页面
2. DECLARE @simple_result string","1. 成功进入【离线开发】-【数据开发】-【临时查询】页面，页面内容正常加载显示，无报错
2. 仅出现SQL相关错误日志，java程序相关内容不出现",2,功能测试
132370,验证临时查询中的类型错误- sql中字段类型对应错误,离线开发-数据开发-临时查询,任务支持日志优化：提高排查问题效率 堆栈过长（重点是具体错误位置的提示优化，如有些数据源没有具体行数）(#13052),无,"1. 进入【离线开发】-【数据开发】-【临时查询】页面
2. CREATE TABLE mysql_table (
id int,
name varchar(200),
age int default 20
);
select * from mysql_table where age = 'GG Bone'","1. 成功进入【离线开发】-【数据开发】-【临时查询】页面，页面内容正常加载显示，无报错
2. 仅出现SQL相关错误日志，java程序相关内容不出现",1,功能测试
132369,验证临时查询中的语法错误- 条件语法错误,离线开发-数据开发-临时查询,任务支持日志优化：提高排查问题效率 堆栈过长（重点是具体错误位置的提示优化，如有些数据源没有具体行数）(#13052),无,"1. 进入【离线开发】-【数据开发】-【临时查询】页面
2. select * from SYS.DATABASES where name = null","1. 成功进入【离线开发】-【数据开发】-【临时查询】页面，页面内容正常加载显示，无报错
2. 仅出现SQL相关错误日志，java程序相关内容不出现",2,功能测试
132368,验证临时查询中的语法错误- 引用未定义的变量,离线开发-数据开发-临时查询,任务支持日志优化：提高排查问题效率 堆栈过长（重点是具体错误位置的提示优化，如有些数据源没有具体行数）(#13052),无,"1. 进入【离线开发】-【数据开发】-【临时查询】页面
2. selcet @abc","1. 成功进入【离线开发】-【数据开发】-【临时查询】页面，页面内容正常加载显示，无报错
2. 仅出现SQL相关错误日志，java程序相关内容不出现",2,功能测试
132367,验证临时查询中的语法错误- sql语句中存在非法符号（非为英文输入法下输入的符号）,离线开发-数据开发-临时查询,任务支持日志优化：提高排查问题效率 堆栈过长（重点是具体错误位置的提示优化，如有些数据源没有具体行数）(#13052),无,"1. 进入【离线开发】-【数据开发】-【临时查询】页面
2. SELECT ‘233’","1. 成功进入【离线开发】-【数据开发】-【临时查询】页面，页面内容正常加载显示，无报错
2. 仅出现SQL相关错误日志，java程序相关内容不出现",2,功能测试
132366,验证临时查询中的语法错误- 多条sql语句中分号缺失,离线开发-数据开发-临时查询,任务支持日志优化：提高排查问题效率 堆栈过长（重点是具体错误位置的提示优化，如有些数据源没有具体行数）(#13052),无,"1. 进入【离线开发】-【数据开发】-【临时查询】页面
2. select 1 select2","1. 成功进入【离线开发】-【数据开发】-【临时查询】页面，页面内容正常加载显示，无报错
2. 仅出现SQL相关错误日志，java程序相关内容不出现",2,功能测试
132365,验证临时查询中的语法错误- 单条sql语句中符号缺失,离线开发-数据开发-临时查询,任务支持日志优化：提高排查问题效率 堆栈过长（重点是具体错误位置的提示优化，如有些数据源没有具体行数）(#13052),无,"1. 进入【离线开发】-【数据开发】-【临时查询】页面
2. CREATE TABLE mysql_table (
EmployeeID INT PRIMARY KEY,
FirstName VARCHAR(50)
LastName VARCHAR(50)
Department VARCHAR(50),
Salary DECIMAL(10, 2)
);","1. 成功进入【离线开发】-【数据开发】-【临时查询】页面，页面内容正常加载显示，无报错
2. 仅出现SQL相关错误日志，java程序相关内容不出现",2,功能测试
132364,验证临时查询中的语法错误- sql语句中关键字输入错误,离线开发-数据开发-临时查询,任务支持日志优化：提高排查问题效率 堆栈过长（重点是具体错误位置的提示优化，如有些数据源没有具体行数）(#13052),无,"1. 进入【离线开发】-【数据开发】-【临时查询】页面
2. seelct 1","1. 成功进入【离线开发】-【数据开发】-【临时查询】页面，页面内容正常加载显示，无报错
2. 仅出现SQL相关错误日志，java程序相关内容不出现",2,功能测试
132363,验证临时查询中的语法错误- sql语句中关键字缺失,离线开发-数据开发-临时查询,任务支持日志优化：提高排查问题效率 堆栈过长（重点是具体错误位置的提示优化，如有些数据源没有具体行数）(#13052),无,"1. 进入【离线开发】-【数据开发】-【临时查询】页面
2. select * tablename","1. 成功进入【离线开发】-【数据开发】-【临时查询】页面，页面内容正常加载显示，无报错
2. 仅出现SQL相关错误日志，java程序相关内容不出现",1,功能测试
132362,验证手动任务中的连接异常- 数据库连接异常,离线开发-数据开发-手动任务,任务支持日志优化：提高排查问题效率 堆栈过长（重点是具体错误位置的提示优化，如有些数据源没有具体行数）(#13052),无,"1. 进入【离线开发】-【数据开发】-【手动任务】页面
2. 创建SQL Server周期任务
3. 调整数据库连接配置，如：[⚠️F04 请替换为具体测试数据]修改数据库服务器所在地址、修改数据库账号密码等
4. 再次执行SQL Server周期任务","1. 成功进入【离线开发】-【数据开发】-【手动任务】页面，页面内容正常加载显示，无报错
2. 任务执行成功，状态显示为【执行成功/成功】，结果符合预期
3. 任务执行成功，状态显示为【执行成功/成功】，结果符合预期
4. 仅出现SQL相关错误日志，java程序相关内容不出现",2,功能测试
132361,验证手动任务中的违反约束- 违反非空约束,离线开发-数据开发-手动任务,任务支持日志优化：提高排查问题效率 堆栈过长（重点是具体错误位置的提示优化，如有些数据源没有具体行数）(#13052),无,"1. 进入【离线开发】-【数据开发】-【手动任务】页面
2. CREATE TABLE notnull_table (
EmployeeName VARCHAR(50) NOT NULL
);
3. INSERT into notnull_table values('abc'),(null);","1. 成功进入【离线开发】-【数据开发】-【手动任务】页面，页面内容正常加载显示，无报错
2. 任务执行成功，状态显示为【执行成功/成功】，结果符合预期
3. 仅出现SQL相关错误日志，java程序相关内容不出现",2,功能测试
132360,验证手动任务中的违反约束- 违反检查约束,离线开发-数据开发-手动任务,任务支持日志优化：提高排查问题效率 堆栈过长（重点是具体错误位置的提示优化，如有些数据源没有具体行数）(#13052),无,"1. 进入【离线开发】-【数据开发】-【手动任务】页面
2. CREATE TABLE Employees (
EmployeeAge INT,
CHECK (EmployeeAge >= 18 AND EmployeeAge <= 65)
);
3. INSERT into check_table values(1), (22);","1. 成功进入【离线开发】-【数据开发】-【手动任务】页面，页面内容正常加载显示，无报错
2. 任务执行成功，状态显示为【执行成功/成功】，结果符合预期
3. 仅出现SQL相关错误日志，java程序相关内容不出现",2,功能测试
132359,验证手动任务中的违反约束- 违反外键约束,离线开发-数据开发-手动任务,任务支持日志优化：提高排查问题效率 堆栈过长（重点是具体错误位置的提示优化，如有些数据源没有具体行数）(#13052),无,"1. 进入【离线开发】-【数据开发】-【手动任务】页面
2. -- 创建Departments1表
CREATE TABLE Departments1 (
DepartmentID INT CONSTRAINT PK_Departments PRIMARY KEY,
DepartmentName VARCHAR(50) NOT NULL
);
-- 向Departments表插入数据
INSERT INTO Departments1 (DepartmentID, DepartmentName)
VALUES
(1, 'Sales'),
(2, 'Marketing');
CREATE TABLE Employees1 (
EmployeeID INT CONSTRAINT PK_Employees PRIMARY KEY,
FirstName VARCHAR(50) NOT NULL,
LastName VARCHAR(50) NOT NULL,
DepartmentID INT,
Salary DECIMAL(10, 2) DEFAULT 0
,FOREIGN KEY (DepartmentID) REFERENCES Departments1(DepartmentID)
);
-- 插入数据
INSERT INTO Employees1
(EmployeeID, FirstName, LastName, DepartmentID,  Salary)
VALUES
(1, 'John', 'Doe', 1,  5000),
(2, 'Jane', 'Smith', 2,  6000),
(3, 'David', 'Johnson', 1,  4500);
3. -- 插入数据（外键验证）
INSERT INTO Employees1 (EmployeeID, FirstName, LastName, DepartmentID,  Salary)
VALUES (4, 'tom', 'Min', 3,  5500);
4. --更新Departments1表中被引用的部门记录 （外键验证）
update Departments1 set  DepartmentID=3;
5. --删除Departments1表中被引用的部门记录 （外键验证）
delete from Departments1 where  DepartmentID=1;","1. 成功进入【离线开发】-【数据开发】-【手动任务】页面，页面内容正常加载显示，无报错
2. 任务执行成功，状态显示为【执行成功/成功】，结果符合预期
3. 仅出现SQL相关错误日志，java程序相关内容不出现
4. 仅出现SQL相关错误日志，java程序相关内容不出现
5. 仅出现SQL相关错误日志，java程序相关内容不出现",2,功能测试
